id	name	kind	branch	slot	tier	power	price	weight	durability	range	interval	set	effect	capacity	carryBonus	stack	speed
eq_0059	粗制鸢尾剑	Weapon	sword	Weapon	0	9	42	7	100	2.5	0.5			0	0	1	0
eq_0060	粗制王庭剑	Weapon	sword	Weapon	0	10	45	7	100	2.5	0.5			0	0	1	0
eq_0061	精钢十字剑	Weapon	sword	Weapon	1	11	48	7	130	2.5	0.5			0	0	1	0
eq_0062	精钢阔剑	Weapon	sword	Weapon	1	12	51	7	130	2.5	0.5			0	0	1	0
eq_0063	精钢直刃剑	Weapon	sword	Weapon	1	12	51	7	130	2.5	0.5			0	0	1	0
eq_0064	精钢猎剑	Weapon	sword	Weapon	1	12	51	7	130	2.5	0.5			0	0	1	0
eq_0065	精钢仪仗剑	Weapon	sword	Weapon	1	11	48	7	130	2.5	0.5			0	0	1	0
eq_0066	精钢细身剑	Weapon	sword	Weapon	1	11	48	7	130	2.5	0.5			0	0	1	0
eq_0067	精钢双环剑	Weapon	sword	Weapon	1	11	48	7	130	2.5	0.5			0	0	1	0
eq_0068	精钢狮纹剑	Weapon	sword	Weapon	1	12	51	7	130	2.5	0.5			0	0	1	0
eq_0069	精钢鸢尾剑	Weapon	sword	Weapon	1	12	51	7	130	2.5	0.5			0	0	1	0
eq_0070	精钢王庭剑	Weapon	sword	Weapon	1	13	54	7	130	2.5	0.5			0	0	1	0
eq_0071	鎏金十字剑	Weapon	sword	Weapon	2	15	60	7	170	2.5	0.5			0	0	1	0
eq_0072	鎏金阔剑	Weapon	sword	Weapon	2	15	60	7	170	2.5	0.5			0	0	1	0
eq_0073	鎏金直刃剑	Weapon	sword	Weapon	2	16	63	7	170	2.5	0.5			0	0	1	0
eq_0074	鎏金猎剑	Weapon	sword	Weapon	2	16	63	7	170	2.5	0.5			0	0	1	0
eq_0075	鎏金仪仗剑	Weapon	sword	Weapon	2	14	57	7	170	2.5	0.5			0	0	1	0
eq_0076	鎏金细身剑	Weapon	sword	Weapon	2	15	60	7	170	2.5	0.5			0	0	1	0
eq_0077	鎏金双环剑	Weapon	sword	Weapon	2	15	60	7	170	2.5	0.5			0	0	1	0
eq_0078	鎏金狮纹剑	Weapon	sword	Weapon	2	15	60	7	170	2.5	0.5			0	0	1	0
eq_0079	鎏金鸢尾剑	Weapon	sword	Weapon	2	16	63	7	170	2.5	0.5			0	0	1	0
eq_0080	鎏金王庭剑	Weapon	sword	Weapon	2	16	63	7	170	2.5	0.5			0	0	1	0
eq_0081	秘银十字剑	Weapon	sword	Weapon	3	19	72	7	220	2.5	0.5			0	0	1	0
eq_0082	秘银阔剑	Weapon	sword	Weapon	3	20	75	7	220	2.5	0.5			0	0	1	0
eq_0083	秘银直刃剑	Weapon	sword	Weapon	3	20	75	7	220	2.5	0.5			0	0	1	0
eq_0084	秘银猎剑	Weapon	sword	Weapon	3	21	78	7	220	2.5	0.5			0	0	1	0
eq_0085	秘银仪仗剑	Weapon	sword	Weapon	3	18	69	7	220	2.5	0.5			0	0	1	0
eq_0086	秘银细身剑	Weapon	sword	Weapon	3	19	72	7	220	2.5	0.5			0	0	1	0
eq_0087	秘银双环剑	Weapon	sword	Weapon	3	19	72	7	220	2.5	0.5			0	0	1	0
eq_0088	秘银狮纹剑	Weapon	sword	Weapon	3	20	75	7	220	2.5	0.5			0	0	1	0
eq_0089	秘银鸢尾剑	Weapon	sword	Weapon	3	21	78	7	220	2.5	0.5			0	0	1	0
eq_0090	秘银王庭剑	Weapon	sword	Weapon	3	21	78	7	220	2.5	0.5			0	0	1	0
eq_0091	龙裔十字剑	Weapon	sword	Weapon	4	26	93	7	300	2.5	0.5			0	0	1	0
eq_0092	龙裔阔剑	Weapon	sword	Weapon	4	27	96	7	300	2.5	0.5			0	0	1	0
eq_0093	龙裔直刃剑	Weapon	sword	Weapon	4	28	99	7	300	2.5	0.5			0	0	1	0
eq_0094	龙裔猎剑	Weapon	sword	Weapon	4	29	102	7	300	2.5	0.5			0	0	1	0
eq_0095	龙裔仪仗剑	Weapon	sword	Weapon	4	25	90	7	300	2.5	0.5			0	0	1	0
eq_0096	龙裔细身剑	Weapon	sword	Weapon	4	26	93	7	300	2.5	0.5			0	0	1	0
eq_0097	龙裔双环剑	Weapon	sword	Weapon	4	26	93	7	300	2.5	0.5			0	0	1	0
eq_0098	龙裔狮纹剑	Weapon	sword	Weapon	4	27	96	7	300	2.5	0.5			0	0	1	0
eq_0099	龙裔鸢尾剑	Weapon	sword	Weapon	4	28	99	7	300	2.5	0.5			0	0	1	0
eq_0100	龙裔王庭剑	Weapon	sword	Weapon	4	29	102	7	300	2.5	0.5			0	0	1	0
eq_0101	粗制素木枪	Weapon	spear	Weapon	0	10	45	9	100	5	0.8			0	0	1	0
eq_0102	粗制铁枪	Weapon	spear	Weapon	0	10	45	9	100	5	0.8			0	0	1	0
eq_0103	粗制红缨枪	Weapon	spear	Weapon	0	10	45	9	100	5	0.8			0	0	1	0
eq_0104	粗制锥枪	Weapon	spear	Weapon	0	11	48	9	100	5	0.8			0	0	1	0
eq_0105	粗制蛇矛	Weapon	spear	Weapon	0	9	42	9	100	5	0.8			0	0	1	0
eq_0106	粗制钩镰枪	Weapon	spear	Weapon	0	10	45	9	100	5	0.8			0	0	1	0
eq_0107	粗制骑枪	Weapon	spear	Weapon	0	10	45	9	100	5	0.8			0	0	1	0
eq_0108	粗制透甲枪	Weapon	spear	Weapon	0	10	45	9	100	5	0.8			0	0	1	0
eq_0109	粗制龙胆枪	Weapon	spear	Weapon	0	10	45	9	100	5	0.8			0	0	1	0
eq_0110	粗制破军枪	Weapon	spear	Weapon	0	11	48	9	100	5	0.8			0	0	1	0
eq_0111	精钢素木枪	Weapon	spear	Weapon	1	13	54	9	130	5	0.8			0	0	1	0
eq_0112	精钢铁枪	Weapon	spear	Weapon	1	13	54	9	130	5	0.8			0	0	1	0
eq_0113	精钢红缨枪	Weapon	spear	Weapon	1	13	54	9	130	5	0.8			0	0	1	0
eq_0114	精钢锥枪	Weapon	spear	Weapon	1	14	57	9	130	5	0.8			0	0	1	0
eq_0115	精钢蛇矛	Weapon	spear	Weapon	1	12	51	9	130	5	0.8			0	0	1	0
eq_0116	精钢钩镰枪	Weapon	spear	Weapon	1	12	51	9	130	5	0.8			0	0	1	0
eq_0117	精钢骑枪	Weapon	spear	Weapon	1	13	54	9	130	5	0.8			0	0	1	0
eq_0118	精钢透甲枪	Weapon	spear	Weapon	1	13	54	9	130	5	0.8			0	0	1	0
eq_0119	精钢龙胆枪	Weapon	spear	Weapon	1	14	57	9	130	5	0.8			0	0	1	0
eq_0120	精钢破军枪	Weapon	spear	Weapon	1	14	57	9	130	5	0.8			0	0	1	0
eq_0121	鎏金素木枪	Weapon	spear	Weapon	2	16	63	9	170	5	0.8			0	0	1	0
eq_0122	鎏金铁枪	Weapon	spear	Weapon	2	17	66	9	170	5	0.8			0	0	1	0
eq_0123	鎏金红缨枪	Weapon	spear	Weapon	2	18	69	9	170	5	0.8			0	0	1	0
eq_0124	鎏金锥枪	Weapon	spear	Weapon	2	18	69	9	170	5	0.8			0	0	1	0
eq_0125	鎏金蛇矛	Weapon	spear	Weapon	2	16	63	9	170	5	0.8			0	0	1	0
eq_0126	鎏金钩镰枪	Weapon	spear	Weapon	2	16	63	9	170	5	0.8			0	0	1	0
eq_0127	鎏金骑枪	Weapon	spear	Weapon	2	17	66	9	170	5	0.8			0	0	1	0
eq_0128	鎏金透甲枪	Weapon	spear	Weapon	2	17	66	9	170	5	0.8			0	0	1	0
eq_0129	鎏金龙胆枪	Weapon	spear	Weapon	2	18	69	9	170	5	0.8			0	0	1	0
eq_0130	鎏金破军枪	Weapon	spear	Weapon	2	18	69	9	170	5	0.8			0	0	1	0
eq_0131	秘银素木枪	Weapon	spear	Weapon	3	21	78	9	220	5	0.8			0	0	1	0
eq_0132	秘银铁枪	Weapon	spear	Weapon	3	22	81	9	220	5	0.8			0	0	1	0
eq_0133	秘银红缨枪	Weapon	spear	Weapon	3	23	84	9	220	5	0.8			0	0	1	0
eq_0134	秘银锥枪	Weapon	spear	Weapon	3	23	84	9	220	5	0.8			0	0	1	0
eq_0135	秘银蛇矛	Weapon	spear	Weapon	3	20	75	9	220	5	0.8			0	0	1	0
eq_0136	秘银钩镰枪	Weapon	spear	Weapon	3	21	78	9	220	5	0.8			0	0	1	0
eq_0137	秘银骑枪	Weapon	spear	Weapon	3	22	81	9	220	5	0.8			0	0	1	0
eq_0138	秘银透甲枪	Weapon	spear	Weapon	3	22	81	9	220	5	0.8			0	0	1	0
eq_0139	秘银龙胆枪	Weapon	spear	Weapon	3	23	84	9	220	5	0.8			0	0	1	0
eq_0140	秘银破军枪	Weapon	spear	Weapon	3	24	87	9	220	5	0.8			0	0	1	0
eq_0141	龙裔素木枪	Weapon	spear	Weapon	4	29	102	9	300	5	0.8			0	0	1	0
eq_0142	龙裔铁枪	Weapon	spear	Weapon	4	30	105	9	300	5	0.8			0	0	1	0
eq_0143	龙裔红缨枪	Weapon	spear	Weapon	4	31	108	9	300	5	0.8			0	0	1	0
eq_0144	龙裔锥枪	Weapon	spear	Weapon	4	32	111	9	300	5	0.8			0	0	1	0
eq_0145	龙裔蛇矛	Weapon	spear	Weapon	4	28	99	9	300	5	0.8			0	0	1	0
eq_0146	龙裔钩镰枪	Weapon	spear	Weapon	4	29	102	9	300	5	0.8			0	0	1	0
eq_0147	龙裔骑枪	Weapon	spear	Weapon	4	29	102	9	300	5	0.8			0	0	1	0
eq_0148	龙裔透甲枪	Weapon	spear	Weapon	4	30	105	9	300	5	0.8			0	0	1	0
eq_0149	龙裔龙胆枪	Weapon	spear	Weapon	4	31	108	9	300	5	0.8			0	0	1	0
eq_0150	龙裔破军枪	Weapon	spear	Weapon	4	32	111	9	300	5	0.8			0	0	1	0
eq_0151	粗制短刃	Weapon	dagger	Weapon	0	6	33	3	100	1.5	0.35			0	0	1	0
eq_0152	粗制袖刃	Weapon	dagger	Weapon	0	6	33	3	100	1.5	0.35			0	0	1	0
eq_0153	粗制刺匕	Weapon	dagger	Weapon	0	6	33	3	100	1.5	0.35			0	0	1	0
eq_0154	粗制弯月匕	Weapon	dagger	Weapon	0	6	33	3	100	1.5	0.35			0	0	1	0
eq_0155	粗制双刃匕	Weapon	dagger	Weapon	0	6	33	3	100	1.5	0.35			0	0	1	0
eq_0156	粗制影刃	Weapon	dagger	Weapon	0	6	33	3	100	1.5	0.35			0	0	1	0
eq_0157	粗制骨刺匕	Weapon	dagger	Weapon	0	6	33	3	100	1.5	0.35			0	0	1	0
eq_0158	粗制毒牙	Weapon	dagger	Weapon	0	6	33	3	100	1.5	0.35			0	0	1	0
eq_0159	粗制燕尾匕	Weapon	dagger	Weapon	0	6	33	3	100	1.5	0.35			0	0	1	0
eq_0160	粗制疾风刺	Weapon	dagger	Weapon	0	6	33	3	100	1.5	0.35			0	0	1	0
eq_0161	精钢短刃	Weapon	dagger	Weapon	1	8	39	3	130	1.5	0.35			0	0	1	0
eq_0162	精钢袖刃	Weapon	dagger	Weapon	1	8	39	3	130	1.5	0.35			0	0	1	0
eq_0163	精钢刺匕	Weapon	dagger	Weapon	1	8	39	3	130	1.5	0.35			0	0	1	0
eq_0164	精钢弯月匕	Weapon	dagger	Weapon	1	8	39	3	130	1.5	0.35			0	0	1	0
eq_0165	精钢双刃匕	Weapon	dagger	Weapon	1	7	36	3	130	1.5	0.35			0	0	1	0
eq_0166	精钢影刃	Weapon	dagger	Weapon	1	7	36	3	130	1.5	0.35			0	0	1	0
eq_0167	精钢骨刺匕	Weapon	dagger	Weapon	1	8	39	3	130	1.5	0.35			0	0	1	0
eq_0168	精钢毒牙	Weapon	dagger	Weapon	1	8	39	3	130	1.5	0.35			0	0	1	0
eq_0169	精钢燕尾匕	Weapon	dagger	Weapon	1	8	39	3	130	1.5	0.35			0	0	1	0
eq_0170	精钢疾风刺	Weapon	dagger	Weapon	1	8	39	3	130	1.5	0.35			0	0	1	0
eq_0171	鎏金短刃	Weapon	dagger	Weapon	2	10	45	3	170	1.5	0.35			0	0	1	0
eq_0172	鎏金袖刃	Weapon	dagger	Weapon	2	10	45	3	170	1.5	0.35			0	0	1	0
eq_0173	鎏金刺匕	Weapon	dagger	Weapon	2	11	48	3	170	1.5	0.35			0	0	1	0
eq_0174	鎏金弯月匕	Weapon	dagger	Weapon	2	11	48	3	170	1.5	0.35			0	0	1	0
eq_0175	鎏金双刃匕	Weapon	dagger	Weapon	2	9	42	3	170	1.5	0.35			0	0	1	0
eq_0176	鎏金影刃	Weapon	dagger	Weapon	2	10	45	3	170	1.5	0.35			0	0	1	0
eq_0177	鎏金骨刺匕	Weapon	dagger	Weapon	2	10	45	3	170	1.5	0.35			0	0	1	0
eq_0178	鎏金毒牙	Weapon	dagger	Weapon	2	10	45	3	170	1.5	0.35			0	0	1	0
eq_0179	鎏金燕尾匕	Weapon	dagger	Weapon	2	11	48	3	170	1.5	0.35			0	0	1	0
eq_0180	鎏金疾风刺	Weapon	dagger	Weapon	2	11	48	3	170	1.5	0.35			0	0	1	0
eq_0181	秘银短刃	Weapon	dagger	Weapon	3	13	54	3	220	1.5	0.35			0	0	1	0
eq_0182	秘银袖刃	Weapon	dagger	Weapon	3	13	54	3	220	1.5	0.35			0	0	1	0
eq_0183	秘银刺匕	Weapon	dagger	Weapon	3	14	57	3	220	1.5	0.35			0	0	1	0
eq_0184	秘银弯月匕	Weapon	dagger	Weapon	3	14	57	3	220	1.5	0.35			0	0	1	0
eq_0185	秘银双刃匕	Weapon	dagger	Weapon	3	12	51	3	220	1.5	0.35			0	0	1	0
eq_0186	秘银影刃	Weapon	dagger	Weapon	3	13	54	3	220	1.5	0.35			0	0	1	0
eq_0187	秘银骨刺匕	Weapon	dagger	Weapon	3	13	54	3	220	1.5	0.35			0	0	1	0
eq_0188	秘银毒牙	Weapon	dagger	Weapon	3	13	54	3	220	1.5	0.35			0	0	1	0
eq_0189	秘银燕尾匕	Weapon	dagger	Weapon	3	14	57	3	220	1.5	0.35			0	0	1	0
eq_0190	秘银疾风刺	Weapon	dagger	Weapon	3	14	57	3	220	1.5	0.35			0	0	1	0
eq_0191	龙裔短刃	Weapon	dagger	Weapon	4	17	66	3	300	1.5	0.35			0	0	1	0
eq_0192	龙裔袖刃	Weapon	dagger	Weapon	4	18	69	3	300	1.5	0.35			0	0	1	0
eq_0193	龙裔刺匕	Weapon	dagger	Weapon	4	19	72	3	300	1.5	0.35			0	0	1	0
eq_0194	龙裔弯月匕	Weapon	dagger	Weapon	4	19	72	3	300	1.5	0.35			0	0	1	0
eq_0195	龙裔双刃匕	Weapon	dagger	Weapon	4	17	66	3	300	1.5	0.35			0	0	1	0
eq_0196	龙裔影刃	Weapon	dagger	Weapon	4	17	66	3	300	1.5	0.35			0	0	1	0
eq_0197	龙裔骨刺匕	Weapon	dagger	Weapon	4	18	69	3	300	1.5	0.35			0	0	1	0
eq_0198	龙裔毒牙	Weapon	dagger	Weapon	4	18	69	3	300	1.5	0.35			0	0	1	0
eq_0199	龙裔燕尾匕	Weapon	dagger	Weapon	4	19	72	3	300	1.5	0.35			0	0	1	0
eq_0200	龙裔疾风刺	Weapon	dagger	Weapon	4	19	72	3	300	1.5	0.35			0	0	1	0
eq_0201	粗制橡木杖	Weapon	staff	Weapon	0	8	39	5	100	8	0.8		6,10	0	0	1	0
eq_0202	粗制星辉杖	Weapon	staff	Weapon	0	8	39	5	100	8	0.8		6,10	0	0	1	0
eq_0203	粗制符文杖	Weapon	staff	Weapon	0	8	39	5	100	8	0.8		7,11	0	0	1	0
eq_0204	粗制水晶杖	Weapon	staff	Weapon	0	8	39	5	100	8	0.8		7,11	0	0	1	0
eq_0205	粗制雷杖	Weapon	staff	Weapon	0	7	36	5	100	8	0.8		6,10	0	0	1	0
eq_0206	粗制烈焰杖	Weapon	staff	Weapon	0	8	39	5	100	8	0.8		6,10	0	0	1	0
eq_0207	粗制寒冰杖	Weapon	staff	Weapon	0	8	39	5	100	8	0.8		6,10	0	0	1	0
eq_0208	粗制骨杖	Weapon	staff	Weapon	0	8	39	5	100	8	0.8		6,11	0	0	1	0
eq_0209	粗制贤者杖	Weapon	staff	Weapon	0	8	39	5	100	8	0.8		7,11	0	0	1	0
eq_0210	粗制晨星杖	Weapon	staff	Weapon	0	9	42	5	100	8	0.8		7,11	0	0	1	0
eq_0211	精钢橡木杖	Weapon	staff	Weapon	1	10	45	5	130	8	0.8		8,13	0	0	1	0
eq_0212	精钢星辉杖	Weapon	staff	Weapon	1	10	45	5	130	8	0.8		8,14	0	0	1	0
eq_0213	精钢符文杖	Weapon	staff	Weapon	1	11	48	5	130	8	0.8		9,14	0	0	1	0
eq_0214	精钢水晶杖	Weapon	staff	Weapon	1	11	48	5	130	8	0.8		9,14	0	0	1	0
eq_0215	精钢雷杖	Weapon	staff	Weapon	1	10	45	5	130	8	0.8		8,12	0	0	1	0
eq_0216	精钢烈焰杖	Weapon	staff	Weapon	1	10	45	5	130	8	0.8		8,13	0	0	1	0
eq_0217	精钢寒冰杖	Weapon	staff	Weapon	1	10	45	5	130	8	0.8		8,13	0	0	1	0
eq_0218	精钢骨杖	Weapon	staff	Weapon	1	11	48	5	130	8	0.8		8,14	0	0	1	0
eq_0219	精钢贤者杖	Weapon	staff	Weapon	1	11	48	5	130	8	0.8		9,14	0	0	1	0
eq_0220	精钢晨星杖	Weapon	staff	Weapon	1	11	48	5	130	8	0.8		9,14	0	0	1	0
eq_0221	鎏金橡木杖	Weapon	staff	Weapon	2	13	54	5	170	8	0.8		11,17	0	0	1	0
eq_0222	鎏金星辉杖	Weapon	staff	Weapon	2	14	57	5	170	8	0.8		11,18	0	0	1	0
eq_0223	鎏金符文杖	Weapon	staff	Weapon	2	14	57	5	170	8	0.8		11,18	0	0	1	0
eq_0224	鎏金水晶杖	Weapon	staff	Weapon	2	14	57	5	170	8	0.8		12,19	0	0	1	0
eq_0225	鎏金雷杖	Weapon	staff	Weapon	2	13	54	5	170	8	0.8		10,16	0	0	1	0
eq_0226	鎏金烈焰杖	Weapon	staff	Weapon	2	13	54	5	170	8	0.8		10,17	0	0	1	0
eq_0227	鎏金寒冰杖	Weapon	staff	Weapon	2	13	54	5	170	8	0.8		11,17	0	0	1	0
eq_0228	鎏金骨杖	Weapon	staff	Weapon	2	14	57	5	170	8	0.8		11,18	0	0	1	0
eq_0229	鎏金贤者杖	Weapon	staff	Weapon	2	14	57	5	170	8	0.8		11,18	0	0	1	0
eq_0230	鎏金晨星杖	Weapon	staff	Weapon	2	15	60	5	170	8	0.8		12,19	0	0	1	0
eq_0231	秘银橡木杖	Weapon	staff	Weapon	3	17	66	5	220	8	0.8		14,22	0	0	1	0
eq_0232	秘银星辉杖	Weapon	staff	Weapon	3	18	69	5	220	8	0.8		14,23	0	0	1	0
eq_0233	秘银符文杖	Weapon	staff	Weapon	3	18	69	5	220	8	0.8		15,24	0	0	1	0
eq_0234	秘银水晶杖	Weapon	staff	Weapon	3	19	72	5	220	8	0.8		15,24	0	0	1	0
eq_0235	秘银雷杖	Weapon	staff	Weapon	3	16	63	5	220	8	0.8		13,21	0	0	1	0
eq_0236	秘银烈焰杖	Weapon	staff	Weapon	3	17	66	5	220	8	0.8		13,22	0	0	1	0
eq_0237	秘银寒冰杖	Weapon	staff	Weapon	3	17	66	5	220	8	0.8		14,22	0	0	1	0
eq_0238	秘银骨杖	Weapon	staff	Weapon	3	18	69	5	220	8	0.8		14,23	0	0	1	0
eq_0239	秘银贤者杖	Weapon	staff	Weapon	3	18	69	5	220	8	0.8		15,24	0	0	1	0
eq_0240	秘银晨星杖	Weapon	staff	Weapon	3	19	72	5	220	8	0.8		15,24	0	0	1	0
eq_0241	龙裔橡木杖	Weapon	staff	Weapon	4	23	84	5	300	8	0.8		19,30	0	0	1	0
eq_0242	龙裔星辉杖	Weapon	staff	Weapon	4	24	87	5	300	8	0.8		19,31	0	0	1	0
eq_0243	龙裔符文杖	Weapon	staff	Weapon	4	25	90	5	300	8	0.8		20,32	0	0	1	0
eq_0244	龙裔水晶杖	Weapon	staff	Weapon	4	25	90	5	300	8	0.8		20,33	0	0	1	0
eq_0245	龙裔雷杖	Weapon	staff	Weapon	4	22	81	5	300	8	0.8		18,29	0	0	1	0
eq_0246	龙裔烈焰杖	Weapon	staff	Weapon	4	23	84	5	300	8	0.8		18,30	0	0	1	0
eq_0247	龙裔寒冰杖	Weapon	staff	Weapon	4	24	87	5	300	8	0.8		19,31	0	0	1	0
eq_0248	龙裔骨杖	Weapon	staff	Weapon	4	24	87	5	300	8	0.8		19,32	0	0	1	0
eq_0249	龙裔贤者杖	Weapon	staff	Weapon	4	25	90	5	300	8	0.8		20,32	0	0	1	0
eq_0250	龙裔晨星杖	Weapon	staff	Weapon	4	26	93	5	300	8	0.8		21,33	0	0	1	0
eq_0251	粗制·铁壁重盔	Armor	heavy	Head	0	6	39	6	100	0	0	铁壁套		0	0	1	0.75
eq_0252	粗制·铁壁重铠	Armor	heavy	Chest	0	12	63	15	100	0	0	铁壁套		0	0	1	0.75
eq_0253	粗制·铁壁胫甲	Armor	heavy	Legs	0	9	51	9	100	0	0	铁壁套		0	0	1	0.75
eq_0254	粗制·兽面重盔	Armor	heavy	Head	0	6	39	6	100	0	0	兽面套		0	0	1	0.75
eq_0255	粗制·兽面重铠	Armor	heavy	Chest	0	12	63	15	100	0	0	兽面套		0	0	1	0.75
